razao_social_osc,nome_fantasia_osc,natureza_juridica,ano_inicio,classe_atividade_economica,subclasse_atividade_economica,bairro,area_atuacao,subarea_atuacao
"ASSOCIACAO EDUCACIONAL, CULTURAL, ESPORTIVA E RECREATIVA PROJETO TIA EGLE",PROJETO TIA EGLE,Associação Privada,2008,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,jardim castelo,educação e pesquisa,educação infantil
ASSOCIACAO DE PROTECAO AO CAMINHONEIRO - APROCAM,APROCAM,Associação Privada,2009,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
"AEXS ASSOCIACAO DOS EXECUTIVOS DE SANTOS, SAO PAULO E SAO VICENTE",AEXS,Associação Privada,2009,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,ponta da praia,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO SOCIAL SAGRADA FAMILIA,ASSOCIACAO SOCIAL SAGRADA FAMILIA,Associação Privada,2009,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,jardim castelo,educação e pesquisa,educação infantil
ASSOC BRASIL DE APOIO AOS APOSENTADOS PENSION E SERV PUBLIC - ASBP,ASBP,Associação Privada,2011,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,aparecida,desenvolvimento e defesa de direitos,outros
"NOVA DIMENSAO - ORGANIZACAO DE APOIO SOCIAL, EDUCATIVO E CULTURAL AS PESSOAS COM NECESSIDADES ESPECIAIS E MINORIAS EXCLUIDAS DOS SISTEMAS COMUNS",NOVA DIMENSAO,Associação Privada,2010,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,aparecida,desenvolvimento e defesa de direitos,outros
ASSOCIACAO FILANTROPICA CATOLICA ORTODOXA,NÃO INFORMADO,Associação Privada,1999,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila belmiro,educação e pesquisa,educação infantil
FUNDACAO TV EDUCATIVA UNIVERSIDADE CATOLICA DE SANTOS,NÃO INFORMADO,Fundação Privada,1999,Atividades de televisão aberta,Atividades de televisão aberta,encruzilhada,outras atividades associativas; outros,associações de atividades não especificadas anteriormente
LOJA MACONICA VERITAS N 2915,NÃO INFORMADO,Associação Privada,1999,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,gonzaga,desenvolvimento e defesa de direitos; religião,religião
ASSOCIACAO DE EDUCACAO INFANTIL NOSSA SENHORA DAS GRACAS,NÃO INFORMADO,Associação Privada,1999,Educação infantil - creche,Educação infantil - creche,centro,educação e pesquisa,educação infantil
ASSOCIACAO ESTRELA DA ESPERANCA INTERNACIONAL - BRASIL,STAR OF HOPE,Associação Privada,1999,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,bairro embare,assistência social; desenvolvimento e defesa de direitos,assistência social; outros
IGREJA CRISTA DA FAMILIA EM SANTOS,NÃO INFORMADO,Associação Privada,1999,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,aparecida,religião,religião
CENTRO DE ENSINO SUPERIOR STRONG,NÃO INFORMADO,Associação Privada,2008,Educação superior - graduação,Educação superior - graduação,paqueta,educação e pesquisa; outras atividades associativas,associações de atividades não especificadas anteriormente
PROJETO EDUCACIONAL DE CONSCIENTIZACAO E ORIENTACAO - PROECO,PROECO,Associação Privada,2000,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,chico de paula,assistência social,assistência social
ASSOCIACAO DA IGREJA METODISTA - TERCEIRA REGIAO ECLESIASTICA,IGREJA METODISTA EM SANTOS,Organização Religiosa,2000,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila matias,religião,religião
IGREJA EVANGELICA BOLA DE NEVE,BOLA DE NEVE CHURCH,Organização Religiosa,2004,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,macuco,religião,religião
ASSOCIACAO EQUOTERAPIA,PROJETO EQUOTERAPIA,Associação Privada,2000,Atividades de atenção à saúde humana não especificadas anteriormente,Atividades de práticas integrativas e complementares em saúde humana,jabaquara,assistência social; saúde,assistência social; outros serviços de saúde
INSTITUTO ELOS BRASIL,NÃO INFORMADO,Associação Privada,2000,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,boqueirao,assistência social; desenvolvimento e defesa de direitos,outros
CRECHE SOLAR DOS ANJOS E EDUCACAO INFANTIL,NÃO INFORMADO,Fundação Privada,2001,Educação infantil - creche,Educação infantil - creche,morro da nova cintra,educação e pesquisa,educação infantil
ASSOCIACAO DOS SERVIDORES DA POLICIA FEDERAL EM SANTOS,ANSEF/STS,Associação Privada,2001,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
ASSOCIACAO EDUCACIONAL INFANTIL E FUNDAMENTAL EVOLUIR,ESCOLA EVOLUIR,Associação Privada,2011,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,campo grande,desenvolvimento e defesa de direitos; educação e pesquisa,educação infantil
CONGREGACAO DAS MISSIONARIAS DA CARIDADE,NÃO INFORMADO,Associação Privada,1996,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,radio clube,assistência social; religião,religião
"PROJETO SOCIAL CIPO ARTES, ARTES MARCIAIS",PSC,Associação Privada,2011,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,aparecida,cultura e recreação,esporte e recreação
"FAPETEC FUNDACAO DE APOIO A PESQUISA, ENSINO, TECNOLOGIA E CULTURA.",NÃO INFORMADO,Fundação Privada,2003,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,marape,desenvolvimento e defesa de direitos,outros
FUNDACAO PAULO GOMES BARBOSA,NÃO INFORMADO,Fundação Privada,2004,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,morro do pacheco,desenvolvimento e defesa de direitos,outros
ASSOCIACAO NACIONAL DE ESPORTES,ANVP,Associação Privada,2004,Atividades esportivas não especificadas anteriormente,Produção e promoção de eventos esportivos,gonzaga,cultura e recreação,esporte e recreação
ASSOCIACAO DE AMIGOS DA PINACOTECA BENEDICTO CALIXTO,NÃO INFORMADO,Associação Privada,2003,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,boqueirao,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DE ASSISTENCIA SOCIAL EVOLUCAO,ESCOLA DE EDUCACAO INCLUSIVA CELIA PFEIFER,Associação Privada,2004,Ensino fundamental,Ensino fundamental,embare,assistência social; educação e pesquisa,ensino fundamental
MINISTERIO APOSTOLICO PLENITUDE EM CRISTO,NÃO INFORMADO,Associação Privada,2004,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,aparecida,religião,religião
ASSOCIACAO ECOVIVENCIA,NÃO INFORMADO,Associação Privada,2004,NÃO INFORMADO,NÃO INFORMADO,morro da nova cintra,desenvolvimento e defesa de direitos,outros
O.N.G. (ORGANIZACAO NAO GOVERNAMENTAL) DEFESA DA VIDA ANIMAL -,O.N.G. DEFESA DA VIDA ANIMAL,Associação Privada,2004,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,macuco,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DR. CELSO CHARURI DE SANTOS,NÃO INFORMADO,Associação Privada,2004,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila mathias,desenvolvimento e defesa de direitos,outros
INSTITUTO DE SAUDE E MEIO AMBIENTE,ISAMA,Associação Privada,2005,NÃO INFORMADO,NÃO INFORMADO,estuario,outras atividades associativas,associações de atividades não especificadas anteriormente
CONSCIENCIA PELA CIDADANIA,CONCIDADANIA,Associação Privada,2005,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila matias,desenvolvimento e defesa de direitos,outros
NUCLEO DE AMPARO A CRIANCAS E ADULTOS COM CANCER - NACAC,NACAC,Associação Privada,2005,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,jose menino,desenvolvimento e defesa de direitos,outros
ASSOCIACAO BENEFICENTE NOSSA SENHORA DE GUADALUPE,NÃO INFORMADO,Associação Privada,2005,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,caneleira,assistência social,assistência social
ASSOCIACAO BENEFICIENTE ANGLO AMERICANA ABAA,NÃO INFORMADO,Associação Privada,1966,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,jose menino,desenvolvimento e defesa de direitos,outros
CLUBE XV,NÃO INFORMADO,Associação Privada,1966,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",boqueirao,cultura e recreação,esporte e recreação
ASSOCIACAO COMERCIAL DE SANTOS,NÃO INFORMADO,Associação Privada,1970,Atividades de organizações associativas patronais e empresariais,Atividades de organizações associativas patronais e empresariais,centro,"associações patronais, profissionais e de produtores rurais",associações empresariais e patronais
EDUCANDARIO SANTISTA,NÃO INFORMADO,Associação Privada,1970,Educação infantil - pré-escola,Educação infantil - pré-escola,boqueirao,assistência social; educação e pesquisa,educação infantil
MANCEPAR ASSOC. MANTENEDORA DE CEMITERIOS PARTICULARES,NÃO INFORMADO,Associação Privada,1989,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,marape,outras atividades associativas,associações de atividades não especificadas anteriormente
CENTRO ESPIRITA BENEFICENTE 30 DE JULHO,NÃO INFORMADO,Associação Privada,1966,Serviços de assistência social sem alojamento,Serviços de assistência social sem alojamento,vila matias,assistência social; religião; saúde,assistência social; religião
CENTRO ESPIRITA BENEFICENTE 30 DE JULHO,C.E.B. 30 DE JULHO - RESIDENCIA INCLUSIVA,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,marape,assistência social; religião,religião
LAR DAS MOCAS CEGAS,NÃO INFORMADO,Associação Privada,1966,Atividades de ensino não especificadas anteriormente,Outras atividades de ensino não especificadas anteriormente,vila mathias,assistência social; outras atividades associativas; saúde,assistência social; associações de atividades não especificadas anteriormente
ASSOCIACAO BENEFICENTE DOS DESPACHANTES ADUANEIROS DE SANTOS,NÃO INFORMADO,Associação Privada,1966,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,centro,desenvolvimento e defesa de direitos,outros
SOC HUMANITARIA DOS EMPREGADOS DO COMERCIO DE SANTOS,NÃO INFORMADO,Associação Privada,1966,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTOS,SANTA CASA DE SANTOS,Associação Privada,1981,Atividades de atendimento hospitalar,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",jabaquara,saúde,hospitais
IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTOS,SANTA CASA DE SANTOS,Associação Privada,1982,Atividades funerárias e serviços relacionados,Serviços de funerárias,jabaquara,outras atividades associativas,associações de atividades não especificadas anteriormente
SOCIETA ITALIANA DI SANTOS,NÃO INFORMADO,Associação Privada,1970,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,gonzaga,desenvolvimento e defesa de direitos,outros
ASSOCIACAO CASA DE ESTAR DE SANTOS,NÃO INFORMADO,Associação Privada,1970,Educação infantil - pré-escola,Educação infantil - pré-escola,boqueirao,educação e pesquisa,educação infantil
INSTITUTO HISTORICO E GEOGRAFICO DE SANTOS,NÃO INFORMADO,Associação Privada,1970,Atividades de bibliotecas e arquivos,Atividades de bibliotecas e arquivos,boqueirao,saúde,outros serviços de saúde
GUARDA NOTURNA DE SANTOS,NÃO INFORMADO,Associação Privada,1970,NÃO INFORMADO,NÃO INFORMADO,boqueirao,outras atividades associativas,associações de atividades não especificadas anteriormente
SANTOS ATLETICO CLUBE,NÃO INFORMADO,Associação Privada,1971,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",jose menino,cultura e recreação,esporte e recreação
CAIXA AUXILIADORA DOS EMPREGADOS DA SOCIEDADE PORTUGUESA DE BENEFICENCIA DE SANTOS,NÃO INFORMADO,Associação Privada,1970,Atividades de organizações associativas profissionais,Atividades de organizações associativas profissionais,vila belmiro,"associações patronais, profissionais e de produtores rurais",associações profissionais
